id,partner,alcon_id,created_at,skus
53981,kb-12,76b486926a2ee3b1332cdafc19e4288b,2024-07-23 03:53:08,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53982,kb-12,982b7d0d74e0079e3d3d89efb5ae12c1,2024-07-23 03:53:10,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53983,kb-12,5ac168d0eb88ebff8e8291dddd7510d1,2024-07-23 03:54:03,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53984,kb-12,4ab07638fe97026e94531f3f894ea888,2024-07-23 03:54:04,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53985,kb-12,4e3279b2654b76a5540ad6f9c832e1c0,2024-07-23 03:54:05,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53986,kb-12,62eb4baecd11c06580eeb468651f50fd,2024-07-23 03:57:02,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": 30}]"
53987,kb-12,7cb6ae645459e89f05bc594a150d87a7,2024-07-23 03:57:03,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53988,kb-12,f3744a37f4131353a3f7539ad63ac9f2,2024-07-23 03:57:04,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53989,kb-12,6d15bd28b852d4babb2dc9f0dd3f2331,2024-07-23 03:57:05,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53990,kb-12,d9ae08d48baeed9b3ea54c9b285c7bc3,2024-07-23 03:57:06,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53991,kb-12,7acce0d7a2903ec2d9022c60c8d53667,2024-07-23 03:57:07,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53992,kb-12,9cb2edbd1821d2d0e7150e69c92262bb,2024-07-23 03:59:02,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53993,kb-12,dcdf73ba01ea199b45f110431624abaf,2024-07-23 03:59:03,"[{""id"": 69, ""brand"": ""TOTAL30"", ""quantity"": ""1"", ""size"": 3}]"
53994,kb-12,3809e99bc55d2fea4a6ad70dd40b9b8c,2024-07-23 04:20:02,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""3"", ""size"": 30}]"
53995,kb-12,bcf5633720ae01d2db25eba42f73d80b,2024-07-23 04:21:03,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""3"", ""size"": 30}]"
53996,kb-12,ae171a6a7edc87935126a5903ab9b9d7,2024-07-23 04:37:02,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53997,kb-12,3e79fb0f819dbe52d57e78954f9efa4f,2024-07-23 04:40:03,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53998,kb-12,59bfe764f1fcf318b0a37de362b7688a,2024-07-23 04:40:04,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
53999,kb-12,c01e51c96d24a1906c4bb53656c92739,2024-07-23 04:41:02,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
54000,kb-12,9290c188b68e66fbedad457ab7615951,2024-07-23 04:41:04,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""2"", ""size"": 30}]"
54001,kb-12,d3adf7a63ed8c5c8eb995e30b999a5eb,2024-07-23 04:41:05,"[{""id"": 40, ""brand"": ""Precision1"", ""quantity"": ""1"", ""size"": 30}]"
54002,kb-12,3e0b16a6a1c6ef52111c799c09554c03,2024-07-23 04:51:03,"[{""id"": 40, ""brand"": ""Precision1"", ""quantity"": ""2"", ""size"": 30}]"
54003,kb-12,e1c0d849cf499511f2838a697e7df76d,2024-07-23 04:52:03,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": 30}]"
54004,kb-12,1adb1d5a32bba5459ab2f4cecdc3b252,2024-07-23 04:54:03,"[{""id"": 69, ""brand"": ""TOTAL30"", ""quantity"": ""1"", ""size"": 3}]"
54005,kb-12,a44ab82af8cf80055a97f900a0428c4e,2024-07-23 04:57:02,"[{""id"": 69, ""brand"": ""TOTAL30"", ""quantity"": ""1"", ""size"": 3}]"
54006,,5ff0e7b7d29c4dfe3071cca1ee95e37e,2024-07-23 08:09:04,"[{""id"": ""10"", ""brand"": ""Air Optix Night & Day Aqua"", ""quantity"": ""1"", ""size"": ""3""}]"
54007,,01b5afcbb6063187881ba89a92dd6975,2024-07-23 08:09:07,"[{""id"": ""27"", ""brand"": ""Air Optix plus HydraGlyde for Astigmatism"", ""quantity"": ""1"", ""size"": ""3""}, {""id"": ""27"", ""brand"": ""Air Optix plus HydraGlyde for Astigmatism"", ""quantity"": ""1"", ""size"": ""3""}]"
54008,,1a873ab634357d7d8693a3d7b53770b6,2024-07-23 08:09:10,"[{""id"": ""1"", ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": ""30""}, {""id"": ""1"", ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": ""30""}]"
54009,,74cffec1c3c5332feab0dad1c58b741a,2024-07-23 08:09:14,"[{""id"": ""27"", ""brand"": ""Air Optix plus HydraGlyde for Astigmatism"", ""quantity"": ""1"", ""size"": ""3""}, {""id"": ""27"", ""brand"": ""Air Optix plus HydraGlyde for Astigmatism"", ""quantity"": ""1"", ""size"": ""3""}]"
54010,,1110fe211b11df78b818550cc084d3e4,2024-07-23 08:09:16,"[{""id"": ""66"", ""brand"": ""Precision1 for Astigmatism"", ""quantity"": ""1"", ""size"": ""30""}, {""id"": ""66"", ""brand"": ""Precision1 for Astigmatism"", ""quantity"": ""1"", ""size"": ""30""}]"
54011,,2e38fc26a3b8fc7d2574931a49803dcc,2024-07-23 08:09:18,"[{""id"": ""2"", ""brand"": ""Dailies Total1"", ""quantity"": ""1"", ""size"": ""90""}]"
